external_id,Manuel_label,baslik,mevcut_kategori,oneri_kategori,primary_role_source,secondary_role_source,non_focus_role_source,role_evidence,proposed_discipline_relation,confidence,is_boundary_case,competing_role_1,competing_role_2,boundary_rationale,Manuel_Gerekce
1304846,TP-2,Di-(2-etilhekzil) Ftalat (DEHP) Kaynaklı Testis Toksisitesine karşı Hesperedinin Etkilerinin İncelenmesi,"Androloji, Biyokimya ve Moleküler Biyoloji, Tıbbi Araştırmalar Deneysel",Toksikoloji,RESEARCH_FOCUS,,0,"Metin/Gerekçe: DEHP kaynaklı testis hasarı ve oksidatif stres parametreleri (MDA, GSH, SOD) üzerinde hesperidinin koruyucu etkilerinin incelendiği deneysel bir üreme toksikolo","Önerilen disiplin ('Toksikoloji'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"DEHP kaynaklı testis hasarı ve oksidatif stres parametreleri (MDA, GSH, SOD) üzerinde hesperidinin koruyucu etkilerinin incelendiği deneysel bir üreme toksikolojisi çalışmasıdır; mevcut Androloji ve Tıbbi Biyokimya etiketlerinin yanına çalışmanın kimyasal etki ve toksisite mekanizması boyutuyla Toksikoloji alanı eklenmelidir (TP-2 melez çalışma)."
1367000,TP-1,Green Onion (Allium Cepa L.) Leaves As Natural Additive For Improving Vegetable Oil Quality In Canned Tuna,"Ziraat, Toprak Bilimi",Gıda Bilimi ve Teknolojisi,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Ton balığı konservelerinde (canned tuna) soya yağı oksidasyonunu önlemek ve yağ kalitesini artırmak için taze soğan yaprağı tozu ilavesinin (fenolik madde, pero","Önerilen disiplin ('Gıda Bilimi ve Teknolojisi'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Ton balığı konservelerinde (canned tuna) soya yağı oksidasyonunu önlemek ve yağ kalitesini artırmak için taze soğan yaprağı tozu ilavesinin (fenolik madde, peroksit değeri, yağ asitleri, sterilizasyon) incelendiği doğrudan bir gıda işleme ve koruma çalışmasıdır; mevcut 'Toprak Bilimi' etiketi tamamen hatalı bir veri girişi olup model ve k-NN'in ortak tespiti olan 'Gıda Bilimi ve Teknolojisi' ile değiştirilmelidir (TP-1 tam düzeltme)."
1443940,FP,İLETİŞİM ARAŞTIRMALARINDA DİJİTAL SİMÜLASYON YAKLAŞIMLARI: SİSTEMATİK BİR İNCELEME,İletişim,"Bilgisayar Bilimleri, Yapay Zeka",METHOD,,1,Metin/Gerekçe: İletişim bilimlerinde dijital simülasyon yöntemlerinin araştırma metodolojisi olarak kullanım olanaklarını inceleyen sistematik bir sosyal bilim/içerik analizi ,"Önerilen disiplin ('Bilgisayar Bilimleri, Yapay Zeka'), makalede uygulanan analiz, ölçüm, algoritma veya yöntem kaynaklıdır.",HIGH,False,,,,"İletişim bilimlerinde dijital simülasyon yöntemlerinin araştırma metodolojisi olarak kullanım olanaklarını inceleyen sistematik bir sosyal bilim/içerik analizi derlemesidir; metinde yapay zekâ, makine öğrenmesi ve yapay sinir ağlarının açıkça 'kapsam dışı bırakıldığı' belirtilmesine rağmen model bu kavramları algılayarak 'Bilgisayar Bilimleri, Yapay Zeka' önerisinde bulunmuştur (FP-1 model yanılgısı). Mevcut 'İletişim' etiketi tam ve doğrudur."
1432781,TP-2,"Afazide Aile Yaşamı Etki Ölçeği’nin Türkçeye Uyarlanması,  Geçerlik ve Güvenirlik: Metodolojik Çalışma","Klinik Nöroloji, Odyoloji ve Konuşma-Dil Patolojisi, Rehabilitasyon",Aile Çalışmaları,SAMPLE_POPULATION,RESEARCH_FOCUS,1,Metin/Gerekçe: İnme sonrası afazili hastaların aile bireyleri ve bakımverenleri üzerindeki psikososyal etkilerini ölçen FAMLI ölçeğinin psikometrik uyarlamasıdır; mevcut Klini,"Önerilen disiplin ('Aile Çalışmaları'), makalenin sample_population bileşeninden kaynaklanmaktadır.",MEDIUM,True,SAMPLE_POPULATION,RESEARCH_FOCUS,İncelenen insan popülasyonu/grubu (Aile Çalışmaları) disiplinlerarası kategoriyi belirlemiştir (Sample ↔ Research Focus).,"İnme sonrası afazili hastaların aile bireyleri ve bakımverenleri üzerindeki psikososyal etkilerini ölçen FAMLI ölçeğinin psikometrik uyarlamasıdır; mevcut Klinik Nöroloji, Konuşma-Dil Patolojisi ve Rehabilitasyon etiketlerinin yanına aile/bakımveren dinamiği boyutuyla Aile Çalışmaları alanı eklenmelidir (TP-2 melez çalışma)."
1341217,FP,Portatif sagital plan omurga  eğriliği ölçüm sistemi tasarımı ve ön değerlendirmesi,"Biyofizik, Sağlık Bilimleri ve Hizmetleri",Oşinografi,SEMANTIC_HUB,,0,"Metin/Gerekçe: Torakal ve lomber omurga eğriliğini deri üzerinden ölçen radyasyonsuz, bilgisayar destekli portatif biyomedikal cihaz/prototip (OmÖS) tasarımı ve gonyometre kar","Önerilen disiplin ('Oşinografi'), embedding uzayındaki hubness (kümelenme çekimi) kaynaklıdır.",MEDIUM,True,SEMANTIC_HUB,METHOD,Tıbbi biyofizik ve biyomekanik omurga çalışması Oşinografi hub'ına çekilmiştir; kullanılan simülasyon/ölçüm metodolojisinin hub çekimine katkısı mevcuttur.,"Torakal ve lomber omurga eğriliğini deri üzerinden ölçen radyasyonsuz, bilgisayar destekli portatif biyomedikal cihaz/prototip (OmÖS) tasarımı ve gonyometre karşılaştırmalı doğrulama çalışmasıdır; modelin tamamen alakasız şekilde 'Oşinografi' (Okyanus/Deniz Bilimi) önermesi bariz bir model halüsinasyonudur (FP-1; nitekim k-NN Mühendislik demiştir). Mevcut 'Biyofizik, Sağlık Bilimleri ve Hizmetleri' etiketleri geçerlidir."
1393716,FP,Yüksekten Düşme Sendromlu Kedilerde Klinik ve Nörolojik Bulguların Retrospektif Değerlendirilmesi: 174 Olgu,Veterinerlik,Klinik Nöroloji,SAMPLE_POPULATION,CROSS_DOMAIN,1,"Metin/Gerekçe: Atatürk Üniversitesi Veteriner Fakültesi Hayvan Hastanesi'ne getirilen yüksekten düşme sendromlu kedilerde nörolojik durumun (Modifiye Glasgow Koma Ölçeği), tra","Önerilen disiplin ('Klinik Nöroloji'), makalede incelenen hayvan türü / canlı örneklem popülasyonu kaynaklıdır.",MEDIUM,True,SAMPLE_POPULATION,CROSS_DOMAIN,Çalışmanın gözlem ve analiz nesnesi hayvan/canlı türüdür; veterinerlik patolojisi insan klinik tıp alanına transfer edilmiştir (Sample ↔ Cross-domain).,"Atatürk Üniversitesi Veteriner Fakültesi Hayvan Hastanesi'ne getirilen yüksekten düşme sendromlu kedilerde nörolojik durumun (Modifiye Glasgow Koma Ölçeği), travma ve komplikasyonların incelendiği bir veteriner klinik/cerrahi araştırmasıdır; modelin insan tıbbına ait 'Klinik Nöroloji' (Tıp) önerisi klinik/nörolojik terimlerden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Veterinerlik' etiketi tam ve doğrudur."
1206068,FP,Finite element analysis of the cervical spine and soft tissue of the neck at different flexion angles,"Biyofizik, Nörolojik Bilimler, Sağlık Bilimleri ve Hizmetleri, Spor Bilimleri",Oşinografi,SEMANTIC_HUB,METHOD,0,Metin/Gerekçe: Farklı boyun fleksiyon açılarında servikal omurga ve yumuşak dokulardaki gerilme dağılımlarının sonlu elemanlar analizi (ANSYS) ile incelendiği bir biyomekanik ,"Önerilen disiplin ('Oşinografi'), embedding uzayındaki hubness (kümelenme çekimi) kaynaklıdır.",MEDIUM,True,SEMANTIC_HUB,METHOD,Tıbbi biyofizik ve biyomekanik omurga çalışması Oşinografi hub'ına çekilmiştir; kullanılan simülasyon/ölçüm metodolojisinin hub çekimine katkısı mevcuttur.,"Farklı boyun fleksiyon açılarında servikal omurga ve yumuşak dokulardaki gerilme dağılımlarının sonlu elemanlar analizi (ANSYS) ile incelendiği bir biyomekanik ve ergonomi çalışmasıdır; modelin tamamen ilgisiz biçimde 'Oşinografi' (Okyanus/Deniz Bilimi) önermesi bariz bir model halüsinasyonudur (FP-1). Mevcut 'Biyofizik, Sağlık Bilimleri' etiketleri geçerlidir."
1393029,TP-1,Kanal Eğiminin Ötesinde: Tekrarlanan Kullanımda Modern NiTi Sistemlerinin Performans ve Yapısal Bütünlüğünün Değerlendirilmesi,Cerrahi,Diş Hekimliği,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Endodontik kök kanal tedavisinde kullanılan NiTi döner eğe sistemlerinin şekillendirme performansı, apikal transportasyon ve otoklav sterilizasyonu sonrası yapı","Önerilen disiplin ('Diş Hekimliği'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Endodontik kök kanal tedavisinde kullanılan NiTi döner eğe sistemlerinin şekillendirme performansı, apikal transportasyon ve otoklav sterilizasyonu sonrası yapısal bütünlüğünün karşılaştırıldığı doğrudan bir Endodonti/Diş Hekimliği çalışmasıdır; veri tabanındaki genel 'Cerrahi' (Tıp) etiketi hatalı olup model ve k-NN'in ortak tespiti olan 'Diş Hekimliği' ile düzeltilmelidir (TP-1 tam düzeltme)."
1400625,FP,"PSYLLİUM, BEZELYE VE YULAF KAYNAKLI BESİNSEL LİF İLAVESİNİN AYRANDA AROMA GELİŞİMİ VE DUYUSAL KARAKTERİSTİKLERİ ÜZERİNE ETKİSİ","Gıda Bilimi ve Teknolojisi, Beslenme ve Diyetetik",Toksikoloji,NEIGHBORING_DISCIPLINE,LEXICAL_SURFACE,0,"Metin/Gerekçe: Ayran üretiminde fonksiyonel diyet lifi (psyllium, bezelye, yulaf) ilavesinin depolama süresince aroma bileşikleri (asetaldehit, diasetil), renk (L*, a*, b*) ve","Önerilen disiplin ('Toksikoloji'), makalenin gerçek alanı ile yakın komşu/kardeş disiplin sınır kaymasıdır.",MEDIUM,True,NEIGHBORING_DISCIPLINE,LEXICAL_SURFACE,"Gıda kimyası ile toksikoloji komşudur; uçucu aroma kimyasalları (etanol, asetaldehit) toksikoloji terimi tuzağı kurmuştur.","Ayran üretiminde fonksiyonel diyet lifi (psyllium, bezelye, yulaf) ilavesinin depolama süresince aroma bileşikleri (asetaldehit, diasetil), renk (L*, a*, b*) ve duyusal özelliklere etkisinin incelendiği bir gıda teknolojisi ve fonksiyonel beslenme çalışmasıdır; modelin 'Toksikoloji' önerisi uçucu aroma kimyasalları (etanol, asetaldehit) terimlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi, Beslenme ve Diyetetik' etiketleri tam ve doğrudur."
1399944,TP-1,Yeni Nesil Terapötik Rekreasyon Yöntemlerine Kavramsal Bir Bakış,"Hemşirelik, Otelcilik, Konaklama, Spor ve Turizm, Sağlık Politikaları ve Hizmetleri, Sosyal Çalışma",Rehabilitasyon,RESEARCH_FOCUS,,0,Metin/Gerekçe: Yaşlılar ve psikolojik desteğe ihtiyaç duyan bireylerde VR ve robotik destekli terapötik rekreasyon uygulamalarının tematik olarak incelendiği bir rehabilitasyo,"Önerilen disiplin ('Rehabilitasyon'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Yaşlılar ve psikolojik desteğe ihtiyaç duyan bireylerde VR ve robotik destekli terapötik rekreasyon uygulamalarının tematik olarak incelendiği bir rehabilitasyon ve yaşam kalitesi araştırmasıdır; veri tabanındaki 'Otelcilik, Konaklama, Spor ve Turizm' gibi dağınık torba etiketler ayıklanarak model ve k-NN'in ortak tespiti olan 'Rehabilitasyon' alanına taşınmalıdır (TP-1)."
1387565,TP-2,"Determination of Zearalenone in Corn and Wheat Consumed by Animals, in the Territory of Albania by Liquid Chromatography-Tandem Mass Spectrometry Method","Kimya, Analitik, Veterinerlik",Toksikoloji,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Arnavutluk'ta hayvan yemi olarak tüketilen mısır ve buğdayda Fusarium kaynaklı miyotoksin zearalenonun LC-MS/MS ile kuantifikasyonu, endokrin bozucu etkileri ve","Önerilen disiplin ('Toksikoloji'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Arnavutluk'ta hayvan yemi olarak tüketilen mısır ve buğdayda Fusarium kaynaklı miyotoksin zearalenonun LC-MS/MS ile kuantifikasyonu, endokrin bozucu etkileri ve toksisite analizinin yapıldığı disiplinlerarası bir çalışmadır; mevcut Kimya, Analitik ve Veterinerlik etiketlerinin yanına miyotoksin toksisitesi boyutuyla Toksikoloji alanı eklenmelidir (TP-2 melez çalışma)."
1365901,FP,"In vivo evaluation of the efficacy of Cymbopogon citratus (lemongrass), Allium sativum (garlic), Leptospermum scoparium (manuka), and Litsea cubeba essential oils on Varroosis and Nosemosis co-infection in honey bees under field conditions","Parazitoloji, Veterinerlik",Tropik Tıp,SAMPLE_POPULATION,CROSS_DOMAIN,1,Metin/Gerekçe: Bal arılarında (Apis mellifera) kovan içi Varroosis (akar) ve Nosemosis (mikrosporidya) karma paraziter enfestasyonlarına karşı uçucu yağların in vivo etkinliği,"Önerilen disiplin ('Tropik Tıp'), makalede incelenen hayvan türü / canlı örneklem popülasyonu kaynaklıdır.",MEDIUM,True,SAMPLE_POPULATION,CROSS_DOMAIN,Çalışmanın gözlem ve analiz nesnesi hayvan/canlı türüdür; veterinerlik patolojisi insan klinik tıp alanına transfer edilmiştir (Sample ↔ Cross-domain).,"Bal arılarında (Apis mellifera) kovan içi Varroosis (akar) ve Nosemosis (mikrosporidya) karma paraziter enfestasyonlarına karşı uçucu yağların in vivo etkinliğinin incelendiği bir veteriner parazitolojisi ve arı sağlığı araştırmasıdır; modelin 'Tropik Tıp' (Tıp) önerisi bitki isimleri (lemongrass vb.) ve enfeksiyon terimlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Parazitoloji, Veterinerlik' etiketleri tam ve doğrudur."
1350390,TP-1,Erken Cumhuriyet Döneminde Ekmek: Toplum ve Ekonomi Üzerindeki Etkiler,"Transplantasyon, İktisat",Tarımsal Ekonomi ve Politika,RESEARCH_FOCUS,,0,"Metin/Gerekçe: 1923-1950 Erken Cumhuriyet döneminde ekmek üretimi, hububat politikaları, fiyat denetimleri ve kıtlık krizlerinin arşiv belgeleriyle incelendiği bir iktisat tar","Önerilen disiplin ('Tarımsal Ekonomi ve Politika'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"1923-1950 Erken Cumhuriyet döneminde ekmek üretimi, hububat politikaları, fiyat denetimleri ve kıtlık krizlerinin arşiv belgeleriyle incelendiği bir iktisat tarihi ve tarım politikası araştırmasıdır; veri tabanındaki 'Transplantasyon' (Organ Nakli) etiketi sistemsel bir hata/çöp veri olup temizlenmeli, model ve k-NN'in tespiti olan 'Tarımsal Ekonomi ve Politika' alanı eklenmelidir (TP-1 tam düzeltme)."
1233821,TP-1,İstismara Uğramış Bireylerde Kullanılan Ergoterapi Yaklaşımlarının İncelenmesi,"Mühendislik, Biyotıp, Davranış Bilimleri, Kriminoloji ve Ceza Bilimi, Sağlık Politikaları ve Hizmetleri, Sosyal Çalışma",Rehabilitasyon,RESEARCH_FOCUS,,0,"Metin/Gerekçe: İstismara uğramış bireylerde ergoterapi (iş ve uğraşı terapisi) yaklaşımlarının, okupasyonel performans ve günlük yaşam aktivitelerine etkilerinin incelendiği b","Önerilen disiplin ('Rehabilitasyon'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"İstismara uğramış bireylerde ergoterapi (iş ve uğraşı terapisi) yaklaşımlarının, okupasyonel performans ve günlük yaşam aktivitelerine etkilerinin incelendiği bir rehabilitasyon ve psikososyal sağlık araştırmasıdır; mevcut 'Mühendislik, Biyotıp' etiketi tamamen sistemsel bir hata/çöp veri olup temizlenmeli, model ve k-NN'in ortak tespiti olan 'Rehabilitasyon' alanı ile düzeltilmelidir (TP-1)."
1384010,TP-2,Çocuk Evleri Sitesinde Koruma Altında Bulunan 0-1 Yaş Grubu Bebeklerle Çalışan Bakım Elemanlarının Duyarlı Bakım Sunma Becerilerinin Çeşitli Değişkenler Açısından İncelenmesi,Sosyal Çalışma,Pediatri,SAMPLE_POPULATION,RESEARCH_FOCUS,1,Metin/Gerekçe: Çocuk Evleri Sitesi'nde koruma altındaki 0-1 yaş bebeklerin bakımından sorumlu personelin duyarlı bakım becerilerinin incelendiği bir sosyal hizmet ve erken çoc,"Önerilen disiplin ('Pediatri'), makalenin sample_population bileşeninden kaynaklanmaktadır.",MEDIUM,True,SAMPLE_POPULATION,RESEARCH_FOCUS,İncelenen insan popülasyonu/grubu (Pediatri) disiplinlerarası kategoriyi belirlemiştir (Sample ↔ Research Focus).,Çocuk Evleri Sitesi'nde koruma altındaki 0-1 yaş bebeklerin bakımından sorumlu personelin duyarlı bakım becerilerinin incelendiği bir sosyal hizmet ve erken çocukluk gelişimi araştırmasıdır; mevcut Sosyal Çalışma etiketinin yanına bebek bakımı ve erken çocukluk sağlığı/gelişimi boyutuyla Pediatri alanı eklenmelidir (TP-2 melez çalışma).
1406146,FP,TÜRK HALK KÜLTÜRÜNDE DOĞUM ÂDETLERİ BAĞLAMINDA DÜŞÜKTEN KORUNMA YÖNTEMLERİ: RİZE YÖRESİ SAHA ARAŞTIRMASI,Folklor,Kadın Hastalıkları ve Doğum,LEXICAL_SURFACE,,0,"Metin/Gerekçe: Rize yöresinde doğum âdetleri, düşükten korunma pratikleri (türbe ziyareti, dua, nazar, bele ip bağlama) ve eski Türk inançlarının saha derlemesiyle incelendiği","Önerilen disiplin ('Kadın Hastalıkları ve Doğum'), makale metnindeki yüzeysel bir anahtar kelime veya ifadeden tetiklenmiştir.",MEDIUM,True,LEXICAL_SURFACE,CONTEXT,"Doğum âdeti, doğum izni veya bebek beslenmesi sosyal yaşam bağlamıdır; ancak 'doğum/bebek' kelimesi tek başına tıp branşını tetikleyen sözcük tuzağıdır.","Rize yöresinde doğum âdetleri, düşükten korunma pratikleri (türbe ziyareti, dua, nazar, bele ip bağlama) ve eski Türk inançlarının saha derlemesiyle incelendiği bir halk bilimi (folklor) araştırmasıdır; çalışmada klinik obstetrik/jinekoloji bulunmayıp modelin 'Kadın Hastalıkları ve Doğum' (Tıp) önerisi başlıktaki ve özetteki 'doğum/düşük' kelimelerinden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Folklor' etiketi tam ve doğrudur."
1395564,FP,Giyilebilir Teknoloji Ürünlerinin Bedenleşme ve Zihinsel Bütünleşmesinin Kullanım Algısı Üzerindeki Etkisinin İncelenmesi,"Davranış Bilimleri, İşletme",Telekomünikasyon,CONTEXT,LEXICAL_SURFACE,1,"Metin/Gerekçe: Giyilebilir teknoloji kullanan bireylerde bedenleşme ve zihinsel bütünleşmenin algılanan fayda, estetik ve kullanım devamlılığına etkilerinin AMOS yol analizi v","Önerilen disiplin ('Telekomünikasyon'), makalenin yürütüldüğü sektörel, coğrafi veya kurumsal uygulama bağlamı kaynaklıdır.",HIGH,False,,,,"Giyilebilir teknoloji kullanan bireylerde bedenleşme ve zihinsel bütünleşmenin algılanan fayda, estetik ve kullanım devamlılığına etkilerinin AMOS yol analizi ve doğrulayıcı faktör analiziyle incelendiği bir tüketici davranışı, pazarlama ve işletme araştırmasıdır; çalışmada telekomünikasyon donanımı veya haberleşme mühendisliği bulunmayıp modelin 'Telekomünikasyon' (Mühendislik) önerisi başlıktaki ve özetteki 'teknoloji' kelimesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Davranış Bilimleri, İşletme' etiketleri tam ve doğrudur."
1382746,TP-2,Spatio-temporal modeling of fire hotspots using GSTAR(1;1) model with meteorology based weight matrices,İstatistik ve Olasılık,Meteoroloji ve Atmosferik Bilimler,RESEARCH_FOCUS,,0,Metin/Gerekçe: Orman ve arazi yangınlarının yayılımının GSTAR(1;1) uzay-zaman otoregresif istatistiksel modeli ve rüzgar hızı/yağış odaklı dinamik meteorolojik ağırlık matrisl,"Önerilen disiplin ('Meteoroloji ve Atmosferik Bilimler'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,Orman ve arazi yangınlarının yayılımının GSTAR(1;1) uzay-zaman otoregresif istatistiksel modeli ve rüzgar hızı/yağış odaklı dinamik meteorolojik ağırlık matrisleri ile modellendiği melez bir çalışmadır; mevcut İstatistik ve Olasılık etiketinin yanına atmosferik veri ve meteorolojik modelleme boyutuyla Meteoroloji ve Atmosferik Bilimler alanı eklenmelidir (TP-2 melez çalışma).
1354198,FP,XCOM PROGRAMI VE DENEYSEL VERİLERLE SEKİZ AĞAÇ TÜRÜNÜN RADYASYON TUTUCULUK ÖZELLİKLERİNİN ARAŞTIRILMASI,"Malzeme Bilimleri, Kaplamalar ve Filmler, Polimer Bilimi","Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",NEIGHBORING_DISCIPLINE,LEXICAL_SURFACE,0,"Metin/Gerekçe: Sekiz farklı ahşap/ağaç türünün gama radyasyon zayıflatma ve zırhlama parametrelerinin (LAC, MAC, HVL, TVL, MFP) NaI(Tl) dedektörü ve XCOM nükleer simülasyonu i","Önerilen disiplin ('Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme'), makalenin gerçek alanı ile yakın komşu/kardeş disiplin sınır kaymasıdır.",HIGH,False,,,,"Sekiz farklı ahşap/ağaç türünün gama radyasyon zayıflatma ve zırhlama parametrelerinin (LAC, MAC, HVL, TVL, MFP) NaI(Tl) dedektörü ve XCOM nükleer simülasyonu ile incelendiği bir radyasyon fiziği ve malzeme karakterizasyonu çalışmasıdır; çalışmada klinik görüntüleme veya nükleer tıp bulunmayıp modelin 'Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme' (Tıp) önerisi radyasyon/spektroskopi terimlerinden kaynaklanan bir model yanılgısıdır (FP-1; nitekim k-NN Fizik demiştir). Mevcut Malzeme Bilimleri etiketleri korunmalıdır."
1333478,TP-2,Evaluation of physical and chemical condition of a group of waterlogged archaeological woods from the Yenikapı 16 shipwreck,"Deniz ve Tatlı Su Biyolojisi, Kimya, Organik, Kimya, Uygulamalı, Mikroskopi, Paleontoloji",Orman Mühendisliği,RESEARCH_FOCUS,,0,"Metin/Gerekçe: Yenikapı 16 batığından çıkarılan arkeolojik su altı ahşap örneklerinin (çınar, çam, göknar vb.) odun anatomisi, hücre duvarı yapısı (trakeitler), yoğunluk, holo","Önerilen disiplin ('Orman Mühendisliği'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Yenikapı 16 batığından çıkarılan arkeolojik su altı ahşap örneklerinin (çınar, çam, göknar vb.) odun anatomisi, hücre duvarı yapısı (trakeitler), yoğunluk, holoselüloz/lignin kimyasal bozunmasının SEM, FTIR ve XRF ile incelendiği bir odun teknolojisi ve biyomalzeme çalışmasıdır; mevcut kimya ve mikroskopi etiketlerinin yanına odun yapısı ve ağaç türü karakterizasyonu boyutuyla Orman Mühendisliği alanı eklenmelidir (TP-2 melez çalışma)."
1351889,TP-2,Caesar Şifrelemesinin Tarihsel ve Kriptografik Analizi,"Bilgi, Belge Yönetimi, Bilim Felsefesi ve Tarihi, Tarih","Bilgisayar Bilimleri, Sibernitik",RESEARCH_TOPIC,RESEARCH_FOCUS,0,Metin/Gerekçe: Antik çağda askeri ve diplomatik iletişim güvenliğinde kullanılan Sezar ikame şifrelemesinin edebi kaynaklar ışığında tarihsel gerçekliği ve modern kriptografiy,"Önerilen disiplin ('Bilgisayar Bilimleri, Sibernitik'), makalenin research_topic bileşeninden kaynaklanmaktadır.",MEDIUM,True,RESEARCH_TOPIC,RESEARCH_FOCUS,Teknolojik konu/tema hukuki/sosyal analizin nesnesidir (Research Focus ↔ Research Topic).,"Antik çağda askeri ve diplomatik iletişim güvenliğinde kullanılan Sezar ikame şifrelemesinin edebi kaynaklar ışığında tarihsel gerçekliği ve modern kriptografiye etkilerinin incelendiği disiplinlerarası bir araştırmadır; mevcut Tarih, Bilim Tarihi ve Bilgi Yönetimi etiketlerinin yanına kriptografi ve şifreleme sistemleri boyutuyla Bilgisayar Bilimleri, Sibernetik alanı eklenmelidir (TP-2 melez çalışma)."
1406756,TP-2,Üretim planlama ve kontrol süreçlerinde yapay zekâ kullanımına yönelik risklerin bulanık FMEA ile analizi,"İşletme, İşletme Finans","Bilgisayar Bilimleri, Yapay Zeka",RESEARCH_FOCUS,,0,Metin/Gerekçe: Üretim planlama ve kontrol (ÜPK) süreçlerinde yapay zekâ kullanımından doğan risklerin Bulanık FMEA (Fuzzy Failure Mode and Effects Analysis) karar verme metodo,"Önerilen disiplin ('Bilgisayar Bilimleri, Yapay Zeka'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,"Üretim planlama ve kontrol (ÜPK) süreçlerinde yapay zekâ kullanımından doğan risklerin Bulanık FMEA (Fuzzy Failure Mode and Effects Analysis) karar verme metodolojisi ile önceliklendirildiği bir endüstri mühendisliği, operasyon yönetimi ve yapay zekâ araştırmasıdır; mevcut İşletme etiketinin yanına çalışmanın teknolojik ve metodolojik boyutuyla Bilgisayar Bilimleri, Yapay Zeka (veya Endüstri Mühendisliği) alanı eklenmelidir (TP-2 melez çalışma)."
1326235,FP,Soyut ve Somut Kültürel Miras Olarak Topkapı Sarayı Mutfakları –Matbah-ı Amire,"Beşeri Bilimler, Sosyoloji","Mühendislik, Deniz",SEMANTIC_HUB,,0,"Metin/Gerekçe: Topkapı Sarayı Matbah-ı Amire yapılarının mimari düzeni, Mimar Sinan restorasyonları, mekânsal işlevleri ve Osmanlı saray yemek kültürünün somut/soyut kültürel ","Önerilen disiplin ('Mühendislik, Deniz'), embedding uzayındaki hubness (kümelenme çekimi) kaynaklıdır.",HIGH,False,,,,"Topkapı Sarayı Matbah-ı Amire yapılarının mimari düzeni, Mimar Sinan restorasyonları, mekânsal işlevleri ve Osmanlı saray yemek kültürünün somut/soyut kültürel miras kapsamında incelendiği bir mimarlık tarihi ve beşeri bilimler araştırmasıdır; çalışmada deniz teknolojisi bulunmayıp modelin 'Mühendislik, Deniz' önerisi bariz bir model halüsinasyonudur (FP-1; nitekim k-NN Mimarlık demiştir). Mevcut Beşeri Bilimler / Sosyal Bilimler etiketleri geçerlidir."
493224,TP-2,Deli Bal Zehirlenmelerinde Acil Servis Gözlemi Yeterli Midir? Vaka Sunumu,"Acil Tıp, Tropik Tıp",Toksikoloji,RESEARCH_FOCUS,,0,Metin/Gerekçe: Ormangülü kaynaklı grayanotoksin (deli bal) maruziyetine bağlı gelişen bradikardi ve acil servis takip/tedavi sürecinin ele alındığı bir klinik toksikoloji ve a,"Önerilen disiplin ('Toksikoloji'), makalenin research_focus bileşeninden kaynaklanmaktadır.",HIGH,False,,,,Ormangülü kaynaklı grayanotoksin (deli bal) maruziyetine bağlı gelişen bradikardi ve acil servis takip/tedavi sürecinin ele alındığı bir klinik toksikoloji ve acil tıp olgu sunumudur; mevcut Acil Tıp etiketinin yanına zehirlenme mekanizması ve toksin boyutuyla Toksikoloji alanı eklenmelidir (TP-2 melez çalışma).
