external_id,embedding_row,UMAP_1,UMAP_2,Ana_Konu,main_level_2_predictions,leaf_predictions,true_subjects,title,doi,language
1406707,18699,7.139402,3.3037014,Fen > Tıp,Fen > Tıp,Odyoloji ve Konuşma-Dil Patolojisi || Pediatri,Fen > Tıp > Pediatri,Group Differences in Developmental Domains: A Retrospective Comparative Study Based on Ankara Developmental Screening Inventory Subscales,10.18521/ktd.1710762,ENG
1447777,20191,9.269765,5.1818886,Sosyal > Sosyal,Sosyal > Sosyal,Kadın Araştırmaları,Sosyal > Sosyal > Kadın Araştırmaları || Sosyal > Sosyal > Kamu Yönetimi || Sosyal > Sosyal > Sosyal Çalışma,Kadına Yönelik Şiddetle Mücadelede Kurumsal Müdahalenin İhmal Edilen Boyutu: Şiddet Faillerine Yönelik Politika İhtiyacı,10.53791/imgelem.1925960,TUR
1281169,2254,5.5408993,9.631954,Fen > Mühendislik,Fen > Mühendislik,"İnşaat Mühendisliği || Malzeme Bilimleri, Özellik ve Test",Fen > Mühendislik > Jeoloji || Fen > Mühendislik > İnşaat Mühendisliği,Energy-Based Assessment of Liquefaction Behavior of a Non-Plastic Silt Based on Cyclic Triaxial Tests,10.18400/tjce.1283189,ENG
1378943,9556,6.8017735,5.0546026,Fen > Tıp,Fen > Tıp || Sosyal > Sosyal,Geriatri ve Gerontoloji || Psikoloji || Psikiyatri,Fen > Tıp > Geriatri ve Gerontoloji || Sosyal > Sosyal > Psikoloji,Yaşlı yetişkinlerde yalnızlık ve kişiler arası ilişki tarzlarının yaşam doyumunu yordayıcı rolü,10.32322/jhsm.1634823,TUR
1401106,16588,5.0134354,3.1502647,Fen > Tıp,Fen > Tıp,Pediatri,Fen > Tıp > Pediatri || Fen > Tıp > Psikiyatri,Sağlık tedbiri ile izlenen çocuk ve ergenlerin klinik ve sosyodemografik özellikleri,10.31362/patd.1652122,TUR
1406156,18499,7.2814503,7.138252,Sosyal > Sosyal,Sosyal > Sosyal,Uluslararası İlişkiler || Tarih || Siyasi Bilimler,Sosyal > Sosyal > Siyasi Bilimler || Sosyal > Sosyal > Tarih,ASKERÎ VESAYETTEN DEMOKRATİK MEŞRUİYETE: TALAT AYDEMİR’İN DARBE GİRİŞİMLERİ KARŞISINDA İSMET İNÖNÜ,10.69878/deuefad.1817952,TUR
1342644,4869,1.1261092,6.2374434,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Tıp,Çevre Bilimleri || Biyoteknoloji ve Uygulamalı Mikrobiyoloji,"Fen > Temel Bilimler > Kimya, Uygulamalı || Fen > Temel Bilimler > Mikroskopi || Fen > Tıp > Mikrobiyoloji",Synthesis and Characterisation of Molecularly Imprinted Microspheres for The Determination of Kanamycin,10.5505/ejm.2025.,ENG
1397844,15180,8.679634,6.154176,Sosyal > Sosyal,Sosyal > Sosyal,"Film, Radyo, Televizyon || Sanat || Felsefe",Sosyal > Sosyal > Edebiyat || Sosyal > Sosyal > Folklor,MİZAHTA UYUMSUZLUK TEORİSİ BAĞLAMINDA MASALLAR ÜZERİNE BİR İNCELEME: ZAMAN ZAMAN İÇİNDE ÖRNEĞİ,10.55666/folklor.1856851,TUR
1398588,15451,8.225096,5.7560315,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,"Sanat || Bilgisayar Bilimleri, Yapay Zeka || Film, Radyo, Televizyon","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Sosyal > Sosyal > Sanat",YAPAY ZEKA TABANLI GÖRSEL SANATLAR ÜRETİMLERİNİN ESTETİK VE TEKNİK DEĞERLENDİRMESİ: SEÇİLMİŞ ÖRNEKLER ARACILIĞIYLA NİTELİKSEL BİR ANALİZ,10.7456/tojdac.1857162,TUR
1401011,16552,3.586946,1.783518,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Tıp,Genetik ve Kalıtım || Biyokimya ve Moleküler Biyoloji || Romatoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji || Fen > Tıp > Hücre Biyolojisi || Fen > Tıp > Onkoloji,Genetic Complexity of SLE: A Retrospective Analysis of Gene Mutations and Clinical Correlations,10.37990/medr.1766073,ENG
1325245,3768,5.2536573,7.862312,Fen > Mühendislik,Fen > Mühendislik,Endüstri Mühendisliği || Denizcilik,"Fen > Mühendislik > Mühendislik, Deniz",Panel Data Approach Evaluation of Outsourcing and Inventory Holding Preventive Maintenance Costs for Industrial Vessel’s Operations in Nigeria,10.4274/jems.2025.13334,ENG
1275127,2162,1.8009937,5.048381,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Ziraat || Fen > Tıp,Biyoloji || Bitki Bilimleri || Tamamlayıcı ve Entegre Tıp,Fen > Ziraat > Bitki Bilimleri || Sosyal > Sosyal > Mantık,"Prunus x domestica L. Olgunlaşmamış Meyvelerinin Antioksidan, Antiproliferatif ve Antitirozinaz Potansiyellerinin Değerlendirilmesi",10.55262/fabadeczacilik.1533909,TUR
1387185,11395,0.94542515,8.023117,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"Optik || Kimya, Uygulamalı || Nanobilim ve Nanoteknoloji","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test || Fen > Mühendislik > Nanobilim ve Nanoteknoloji || Fen > Mühendislik > Polimer Bilimi",Amonyum Tuzları İçeren Perovskit Malzemeler Ile Geliştirilmiş Film Morfolojisine Sahip Perovskit Işık Yayan Diyotlar,,TUR
1239755,951,8.16277,4.9657025,Fen > Temel Bilimler,Fen > Temel Bilimler || Sosyal > Sosyal,"Ekoloji || Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Bilim Felsefesi ve Tarihi || Sosyal > Sosyal > Davranış Bilimleri || Sosyal > Sosyal > Edebiyat || Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları || Sosyal > Sosyal > Felsefe || Sosyal > Sosyal > Mantık || Sosyal > Sosyal > Sosyoloji || Sosyal > Sosyal > Çevre Çalışmaları",ORTAÖĞRETİM ÖĞRENCİLERİNİN DOĞA YOKSUNLUĞU DÜZEYİNİN BELİRLENMESİ İÇİN BİR ÖLÇEK ÇALIŞMASI,10.26468/trakyasobed.1315865,TUR
1402378,17247,9.143069,6.7282624,Sosyal > Sosyal,Sosyal > Sosyal,Edebiyat || Folklor,Sosyal > Sosyal > Edebiyat,Safiye Erol’un Ülker Fırtınası’nda Trajik Tasavvur ve İlahi Olanla Seküler Uzlaşma,10.64957/nesir.1934959,TUR
1401354,16742,5.2031937,6.8421845,Sosyal > Sosyal,Sosyal > Sosyal,Kentsel Çalışmalar || Çevre Çalışmaları,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka || Fen > Mühendislik > Mimarlık || Fen > Temel Bilimler > Çevre Bilimleri || Sosyal > Sosyal > Kentsel Çalışmalar",Yapay Zekâ (YZ) Destekli Peyzaj Tasarımıyla İklim Değişikliğine Dirençli Kentsel Alanların İrdelenmesi,10.17474/artvinofd.1844300,TUR
1403754,17784,4.349108,2.8458018,Fen > Tıp,Fen > Tıp,Gastroenteroloji ve Hepatoloji || Endokrinoloji ve Metabolizma || Pediatri,Fen > Tıp > Gastroenteroloji ve Hepatoloji || Fen > Tıp > Pediatri,"Çocuklarda Peptik Ülser Hastalığının Klinik-endoskopik Bulguları, Risk Faktörleri ve Yönetimi",10.4274/anatoljmed.2026.29964,TUR
1371377,8289,3.6660876,1.3963995,Fen > Tıp,Fen > Tıp,Mikrobiyoloji || İmmünoloji || Romatoloji,Fen > Tıp > Patoloji || Fen > Tıp > Pediatri,Nefrotik Sendromun Tanısı ve Steroid Yanıtının Tahmininde Potansiyel Biyobelirteç Olarak Serum Podokaliksin Düzeyi,10.4274/MMJ.galenos.2025.15043,TUR
1424815,19317,4.415104,1.9096955,Fen > Tıp,Fen > Tıp,Kalp ve Kalp Damar Sistemi || Periferik Damar Hastalıkları,Fen > Tıp > Hematoloji || Fen > Tıp > Kalp ve Kalp Damar Sistemi,Retrospektif çalışma: açık kalp cerrahisi öncesi uygulanan heparinizasyonun ACT düzeyleri aracılığıyla postoperatif trombosit sayısına etkisi,10.38053/acmj.1834922,TUR
1405414,18295,2.6092253,2.6593957,Fen > Tıp,Fen > Tıp,Tıbbi Araştırmalar Deneysel || Biyokimya ve Moleküler Biyoloji,Fen > Eczacılık > Farmakoloji ve Eczacılık || Fen > Tıp > Nörolojik Bilimler,Exploring the Protective Role of Everolimus in Preventing Pentylenetetrazole- Triggered Injury in Hippocampal Neurons Using the HT-22 Cell Line,10.17776/csj.1742233,ENG
1216093,487,8.492493,6.1093493,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,Sanat || Mimarlık || Görüntüleme Bilimi ve Fotoğraf Teknolojisi,Fen > Mühendislik > Mimarlık || Fen > Temel Bilimler > Akustik || Sosyal > Sosyal > Kentsel Çalışmalar,TARİHİ KENTSEL MEKÂNLARDA GÖRSEL VE İŞİTSEL ALGININ DEĞERLENDİRİLMESİ: PALERMO ÖRNEĞİ,10.7456/tojdac.1372699,TUR
1348386,5350,7.6322627,7.207605,Sosyal > Sosyal,Sosyal > Sosyal,Tarih || Edebiyat || Siyasi Bilimler,"Sosyal > Sosyal > Antropoloji || Sosyal > Sosyal > Bilgi, Belge Yönetimi",Kültürel Mirasın Melez Tehditlerden Korunması ve Güvenliklerinin Sağlanması,10.35674/kent.1661168,TUR
1376001,9027,7.603774,4.122229,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Tıp,"Eğitim, Eğitim Araştırmaları || Pediatri",Fen > Tıp > Adli Tıp || Fen > Tıp > Halk ve Çevre Sağlığı,Okul Öncesi Öğretmenlerinin Çocuk İhmal ve İstismarına Yönelik Farkındalıkları ile Yasal Bildirim Yükümlülüklerine Dair Bilgi Düzeyleri: Türkiye’nin Doğusunda Kesitsel Bir Çalışma,10.61970/adlitip.1732588,TUR
1314248,3264,7.5777063,5.201074,Sosyal > Sosyal,Sosyal > Sosyal,"Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları || Sosyal > Sosyal > Mantık",Orantısal Akıl Yürütme Konulu Lisansüstü Tezlerin Sistematik Literatür Taraması,10.24315/tred.1500396,TUR
1431203,19496,1.8247664,5.790052,Fen > Tıp,Fen > Tıp || Fen > Temel Bilimler,"Biyoteknoloji ve Uygulamalı Mikrobiyoloji || Kimya, Analitik",Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,Fındık Küspesi Protein Fraksiyonlarının Hava-Su ve Yağ-Su Arayüzey Reolojik Özelliklerinin Belirlenmesi,,TUR
1364825,7169,4.4332967,2.200784,Fen > Tıp,Fen > Tıp,"Yoğun Bakım, Tıp || Solunum Sistemi || Enfeksiyon Hastalıkları","Fen > Tıp > Acil Tıp || Fen > Tıp > Yoğun Bakım, Tıp",Vücut kitle indeksi ve komorbiditelerin yoğun bakım ünitesinde nozokomiyal pnömoni olan hastaların prognozuna etkisi,10.38053/acmj.1768219,TUR
1400832,16450,4.7984767,6.6598587,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Ziraat,İktisat || Tarımsal Ekonomi ve Politika,Fen > Ziraat > Tarımsal Ekonomi ve Politika || Sosyal > Sosyal > İktisat,Tarımsal İhracatta Makroekonomik Dinamikler: Panel Veri Analiziyle Ampirik Bir Yaklaşım,10.20979/ueyd.1840931,TUR
1405416,18297,2.0579083,4.0421796,Fen > Eczacılık,Fen > Eczacılık || Fen > Temel Bilimler || Fen > Ziraat,Toksikoloji || Entomoloji || Bitki Bilimleri,Fen > Eczacılık > Toksikoloji || Fen > Temel Bilimler > Balıkçılık || Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,Oxidative Stress and Antioxidant Enzyme Alterations in Poecilia reticulata Tissues Tau-Fluvalinate Exposure,10.17776/csj.1749006,ENG
1400306,16217,8.654024,7.091143,Sosyal > Sosyal,Sosyal > Sosyal,Dil ve Dil Bilim || Antropoloji,Sosyal > Sosyal > Psikoloji || Sosyal > Sosyal > Siyasi Bilimler,Mümtaz Turhan’dan Mülhem Bir Erol Güngör Portresi: Fikir Dünyası ve Milliyetçilik Anlayışı,10.11616/asbi.1824376,TUR
1339633,4641,2.2898371,7.595728,Fen > Mühendislik,Fen > Mühendislik,"İnşaat Mühendisliği || Çevre Mühendisliği || Mühendislik, Kimya","Fen > Mühendislik > Mühendislik, Kimya || Fen > Mühendislik > Mühendislik, Makine || Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",Enhancing sustainability and performance in alkali-activated mortars with recycled rubber aggregates subjected to varied curing methods,10.17515/resm2024.192ma0226rs,ENG
1387169,11382,3.1744375,8.752492,Fen > Mühendislik,Fen > Mühendislik,"Mühendislik, Elektrik ve Elektronik || Enerji ve Yakıtlar || Mühendislik, Kimya","Fen > Mühendislik > Mühendislik, Makine || Fen > Temel Bilimler > Kimya, Organik || Fen > Temel Bilimler > Kimya, Uygulamalı",Hcci Dönüşümü Yapılan Bir Dizel Motorda Farklı Yakıt Karışımlarının Ve Motor Çalışma Senaryolarının Motor Performansına Ve Egzoz Emisyonlarına Etkisinin Deneysel Ve Sayısal Olarak İncelenmesi,,TUR
1338327,4534,3.4030142,6.4875436,Fen > Temel Bilimler,Fen > Temel Bilimler,Su Kaynakları || Deniz ve Tatlı Su Biyolojisi || Çevre Bilimleri,Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması || Fen > Temel Bilimler > Çevre Bilimleri,Comparative analysis of a benthic macroinvertebrate-based biotic index: Evaluating the suitability of European BMWP versions and Tr-BMWP for Turkish river ecosystems,10.31797/vetbio.1649762,ENG
1389729,12036,3.9040217,4.432313,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"İstatistik ve Olasılık || Bilgisayar Bilimleri, Yapay Zeka || Ekoloji",Fen > Temel Bilimler > Biyoloji || Fen > Temel Bilimler > Matematik,A New Prey-Predator Modeling with Experimental Data for Biological Control of Couch Grass,10.33401/fujma.1806523,ENG
1372092,8416,1.310828,6.070035,Fen > Tıp,Fen > Tıp || Fen > Mühendislik,Biyoteknoloji ve Uygulamalı Mikrobiyoloji || Nanobilim ve Nanoteknoloji || Gıda Bilimi ve Teknolojisi,"Fen > Mühendislik > Gıda Bilimi ve Teknolojisi || Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler || Fen > Mühendislik > Nanobilim ve Nanoteknoloji",Gıdalarda Siklodekstrin Bazlı Nanoenkapsül Uygulamaları,10.15316/selcukjafsci.1612121,TUR
1401319,16724,3.7373433,5.5445805,Fen > Temel Bilimler,Fen > Temel Bilimler,Biyoloji Çeşitliliğinin Korunması || Biyoloji,Fen > Mühendislik > Orman Mühendisliği || Fen > Ziraat > Bitki Bilimleri,Kızılçamın (Pinus brutia Ten.) Doğal Dikey Yayılışında Yeni Tespit,10.17474/artvinofd.1899831,TUR
1442011,19896,1.8258939,9.879202,Fen > Temel Bilimler,Fen > Temel Bilimler,"Fizik, Partiküller ve Alanlar || Fizik, Atomik ve Moleküler Kimya || Fizik, Matematik","Fen > Temel Bilimler > Fizik, Katı Hal || Fen > Temel Bilimler > Optik",Tunable Second-Harmonic Generation in Asymmetric Triple-Gaussian Quantum Wells Reshaped by an Intense Laser Field,10.17776/csj.1850003,ENG
1398642,15481,1.8634862,10.275183,Fen > Temel Bilimler,Fen > Temel Bilimler,"Matematik || Fizik, Matematik",Fen > Temel Bilimler > Matematik,Boundedness of the Ambiguity Function on Hardy and BMO Spaces,10.17798/bitlisfen.1732322,ENG
1380706,9851,6.9191623,5.5898438,Sosyal > Sosyal,Sosyal > Sosyal,Hukuk || İletişim || Etik,Sosyal > Sosyal > Hukuk || Sosyal > Sosyal > Madde Bağımlılığı,Yapay Zekâ Kaynaklı Deepfake Tehdidine Karşı Amerikan Modeli: İçeriği–Erişimi Engelle Kanunu Üzerine Bir İnceleme,10.51120/NEUHFD.2025.186,TUR
1295733,2581,1.0988183,5.7578483,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Tıp,"Kimya, Tıbbi || Biyoteknoloji ve Uygulamalı Mikrobiyoloji","Fen > Mühendislik > Mühendislik, Biyotıp || Fen > Temel Bilimler > Biyoloji",Polyethylenimine-Assisted Aggregation of β-Galactosidase from Kluyveromyces lactis,10.17350/HJSE19030000342,ENG
1401796,16929,3.9153469,2.5096307,Fen > Eczacılık,Fen > Eczacılık || Fen > Tıp,Farmakoloji ve Eczacılık || Tıbbi Laboratuar Teknolojisi,"Fen > Eczacılık > Farmakoloji ve Eczacılık || Fen > Tıp > Yoğun Bakım, Tıp",Yoğun Bakım Ünitelerinde Yatan Hastaların Reçetelerinde Polifarmasi  ve Olası İlaç-İlaç Etkileşimlerinin Araştırılması: Retrospektif Kesitsel Araştırma,10.5336/medsci.2025-113745,TUR
1345960,5165,3.906167,1.5358613,Fen > Tıp,Fen > Tıp,"Mikrobiyoloji || Kulak, Burun, Boğaz || Romatoloji",Fen > Tıp > Romatoloji || Fen > Tıp > Solunum Sistemi || Fen > Tıp > Temel Sağlık Hizmetleri,A case of mixed connective tissue disease following occupational silicosis: A potantial association,10.14744/ejp.2024.2004,ENG
1405621,18343,4.1775737,0.7371775,Fen > Tıp,Fen > Tıp,Göz Hastalıkları,Fen > Tıp > Göz Hastalıkları || Fen > Tıp > Onkoloji,Demographic and clinical characteristics of eyelid tumors in a tertiary ophthalmologic clinic: A retrospective analysis,10.26900/hsq.3055,ENG
1349458,5492,2.86907,4.8513618,Fen > Tıp,Fen > Tıp || Fen > Temel Bilimler,Mikrobiyoloji || Entomoloji,Fen > Temel Bilimler > Zooloji || Fen > Ziraat > Bitki Bilimleri,"Characterization of Antixenosis and Antibiosis to Whitefly, Bemisia tabaci (Gennadius) Asia-I in Blackgram Genotypes",10.51963/jers.v27i2.2781,ENG
1393399,13466,2.0756066,4.5233874,Fen > Eczacılık,Fen > Eczacılık || Fen > Temel Bilimler || Fen > Tıp,Toksikoloji || Entomoloji || Tıbbi Araştırmalar Deneysel,Fen > Temel Bilimler > Biyoloji || Fen > Temel Bilimler > Zooloji,"The effects of montelukast sodium on some biological and biochemical aspects, DNA damage in Drosophila melanogaster adults",10.55730/1300-0179.3238,ENG
1382770,10335,8.120527,4.82284,Sosyal > Sosyal,Sosyal > Sosyal,"Eğitim, Eğitim Araştırmaları","Fen > Temel Bilimler > Biyoloji || Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Okul Öncesi Döneme Yönelik Dijital Hikâye Temelli Fen Kavram Öğretimi ve Yansıtıcı Düşünme Becerileri,10.30831/akukeg.1795707,TUR
1393352,13434,7.9752483,6.4941225,Sosyal > Sosyal,Sosyal > Sosyal,Aile Çalışmaları,Sosyal > Sosyal > Aile Çalışmaları || Sosyal > Sosyal > Din Bilimi || Sosyal > Sosyal > Sosyoloji,Çağdaş Aile Problemleri Ve Çözüm Önerileri: İslam Perspektifinden Bir Değerlendirme,10.31592/aeusbed.1811641,TUR
1390922,12417,5.427348,6.605047,Fen > Temel Bilimler,Fen > Temel Bilimler || Sosyal > Sosyal,"Çevre Bilimleri || Otelcilik, Konaklama, Spor ve Turizm","Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği || Fen > Temel Bilimler > Matematik || Sosyal > Sosyal > Otelcilik, Konaklama, Spor ve Turizm || Sosyal > Sosyal > Çevre Çalışmaları","Sürdürülebilir Turizme Katkı Hedefli Karanlık Gökyüzü Parkı Potansiyelinin, CBS Destekli Mikrozonlama Yaklaşımı ile Modellenmesi: Eskişehir/Sivrihisar Örneği",10.53353/atrss.1677570,TUR
1396062,14478,5.1505666,5.619804,Sosyal > Sosyal,Sosyal > Sosyal,"Otelcilik, Konaklama, Spor ve Turizm","Sosyal > Sosyal > Otelcilik, Konaklama, Spor ve Turizm || Sosyal > Sosyal > Uluslararası İlişkiler",Dünyada Gastrodiplomasi Uygulamaları ile Öne Çıkan Ülkeler,10.63556/jotags.2026.1831,TUR
1392668,13029,4.156259,2.7807899,Fen > Tıp,Fen > Tıp,Endokrinoloji ve Metabolizma || Pediatri || Romatoloji,Fen > Tıp > Pediatri || Fen > Tıp > Romatoloji,The Impact of Body Mass Index at the Diagnosis on Disease Activity and Lower Extremity Involvement in Juvenile Idiopathic Arthritis,10.4274/jpea.2026.504,ENG
1399834,15985,5.1646748,1.1996555,Fen > Tıp,Fen > Tıp || Fen > Mühendislik,"Ortopedi || Mühendislik, Biyotıp",Fen > Tıp > Cerrahi || Fen > Tıp > Ortopedi,Suprapatellar Entry Intramedullary Nailing in Adult Tibial Shaft Fractures: A Retrospective Clinical Study,10.4274/forbes.galenos.2026.23540,ENG
1392114,12827,6.787611,7.5947223,Sosyal > Sosyal,Sosyal > Sosyal || Fen > Mühendislik,Uluslararası İlişkiler || Savunma Bilimleri,Fen > Mühendislik > Savunma Bilimleri || Sosyal > Sosyal > Siyasi Bilimler || Sosyal > Sosyal > Uluslararası İlişkiler,Türkiye’nin İnsansız Hava Aracı (İHA) Politikası: Jeopolitik Etkiler ve Stratejik Yansımalar,10.12658/M0784,TUR
1261766,1783,4.631133,8.014237,Fen > Mühendislik,Fen > Mühendislik || Sosyal > Sosyal,"Mühendislik, Hava ve Uzay || İktisat",Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler || Fen > Mühendislik > Mimarlık || Fen > Mühendislik > İnşaat Mühendisliği || Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,DÜŞÜK VE YÜKSEK TRAFİKLİ HAVAALANLARINDA GÜÇLÜ VE ZAYIF ZEMİN KOŞULLARI ALTINDA HAVAALANI PİSTLERİ İÇİN SERT KAPLAMA TASARIMLARININ KARŞILAŞTIRILMASI,10.17780/ksujes.1453901,TUR
1396377,14617,1.8965883,5.0822644,Fen > Mühendislik,Fen > Mühendislik,Gıda Bilimi ve Teknolojisi,Fen > Mühendislik > Gıda Bilimi ve Teknolojisi || Fen > Ziraat > Bitki Bilimleri,Farklı oranlarda şeftali posası ile zenginleştirilmiş bitki bazlı fermente yoğurt benzeri ürünlerin kalite ve biyokimyasal özelliklerinin değerlendirilmesi,10.29050/harranziraat.1804423,TUR
1390057,12101,4.2727284,1.3025637,Fen > Tıp,Fen > Tıp,Mikrobiyoloji || Klinik Nöroloji || Anestezi,Fen > Tıp > Anestezi || Fen > Tıp > Ortopedi,Koksigodini Ağrisinda Bilateral Sakral 4 Pulse Radyofrekans ve Epidural Tedavi,10.24938/kutfd.1733663,TUR
1406351,18572,4.7964983,3.719497,Sosyal > Sosyal,Sosyal > Sosyal,Beslenme ve Diyetetik || Madde Bağımlılığı,Sosyal > Sosyal > Madde Bağımlılığı || Sosyal > Sosyal > Psikoloji,Bağımlılığı Önleme Dersinin Davranışsal Bağımlılıklar ve Düzensiz Yeme Davranışları Üzerindeki Etkisi,10.14686/buefad.1748430,TUR
1359357,6561,4.574834,2.0479808,Fen > Tıp,Fen > Tıp,Geriatri ve Gerontoloji || Solunum Sistemi || Gastroenteroloji ve Hepatoloji,"Fen > Tıp > Anestezi || Fen > Tıp > Yoğun Bakım, Tıp",Can the percentage of immature granulocytes predict mortality of octogenarian patients in intensive care?,10.51271/KMJ-0205,ENG
1383857,10601,2.4388514,5.594312,Fen > Ziraat,Fen > Ziraat || Fen > Mühendislik,Bitki Bilimleri || Gıda Bilimi ve Teknolojisi,"Fen > Mühendislik > Gıda Bilimi ve Teknolojisi || Fen > Temel Bilimler > Kimya, Organik || Fen > Ziraat > Bitki Bilimleri",Türkiye'nin Farklı İklim Koşullarında Yetiştirilen Merlot Üzüm ve Şaraplarının Kalite Özellikleri,10.36846/CJAFS.2025.213,TUR
1303440,2865,1.2457321,7.48491,Fen > Mühendislik,Fen > Mühendislik,"Mühendislik, Makine || Hücre ve Doku Mühendisliği || Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler || Fen > Mühendislik > Polimer Bilimi",Glisidil Metakrilat/Akrilamid Monomer Karışımının Polietilen Tereftalat Liflere Aşılanması; Karakterizasyon ve Bazı Özelliklerinin İncelenmesi,10.29137/ijerad.1487188,TUR
1414512,19080,2.9147666,4.1359425,Fen > Veterinerlik,Fen > Veterinerlik || Fen > Tıp,Veterinerlik || Mikrobiyoloji,Fen > Tıp > Mikrobiyoloji || Fen > Veterinerlik > Veterinerlik,Carriage Status of Cattle for Carbapenemase-Producing Acinetobacter baumannii and Pseudomonas aeruginosa: First Report from Türkiye,10.5152/actavet.2026.25272,ENG
1377250,9239,2.0720165,5.6603174,Fen > Ziraat,Fen > Ziraat,Bitki Bilimleri,Fen > Mühendislik > Orman Mühendisliği || Fen > Ziraat > Bitki Bilimleri,Camellia sinensis L. tohumlarında çimlenme başarısının artırılmasında ön işlem stratejileri: Sıcak su ve sıvı gübre uygulamaları,10.53516/ajfr.1819888,TUR
1405623,18345,6.352316,3.83336,Sosyal > Sosyal,Sosyal > Sosyal,"Eğitim, Eğitim Araştırmaları || Psikoloji || Sağlık Politikaları ve Hizmetleri",Fen > Tıp > Acil Tıp || Fen > Tıp > Tıbbi Etik,Malpractice fear and job satisfaction among final-year medical students: A cross-sectional study,10.26900/hsq.3061,ENG
1363883,7071,4.5761657,2.76698,Fen > Tıp,Fen > Tıp,Pediatri || İmmünoloji,"Fen > Tıp > Pediatri || Fen > Tıp > Yoğun Bakım, Tıp",Toplum Kökenli Pnömonili Çocuklarda Yoğun Bakım Gereksinimini Öngörmede Hemogram Türevli Enflamatuvar İndekslerin Tanısal Değeri,10.4274/forbes.galenos.2025.29981,TUR
1401262,16681,4.636802,7.203634,Fen > Temel Bilimler,Fen > Temel Bilimler || Sosyal > Sosyal,Çevre Bilimleri || Kentsel Çalışmalar,Fen > Mühendislik > Çevre Mühendisliği || Fen > Temel Bilimler > Çevre Bilimleri || Fen > Tıp > Halk ve Çevre Sağlığı,"Exploring temporal and spatial variations in air quality of Kota City, Rajasthan, India",10.35208/ert.1620678,ENG
1250148,1278,1.6407132,6.043217,Fen > Mühendislik,Fen > Mühendislik || Fen > Temel Bilimler,Gıda Bilimi ve Teknolojisi || Biyoloji || Spektroskopi,Fen > Temel Bilimler > Biyoloji || Fen > Temel Bilimler > Spektroskopi || Fen > Temel Bilimler > Termodinamik,"Spectroscopic, thermic and metal binding properties of commercial humic acid and leonardite",10.21657/soilst.1520586,ENG
1369531,7970,1.4937356,7.1142673,Fen > Mühendislik,Fen > Mühendislik || Fen > Temel Bilimler,"Nanobilim ve Nanoteknoloji || Kimya, Analitik","Fen > Temel Bilimler > Kimya, Analitik || Fen > Temel Bilimler > Mikroskopi || Fen > Temel Bilimler > Çevre Bilimleri",Alevli Atomik Absorpsiyon Spektrometresi ile Atık Su Matrisinde Kobalt(II) Tayini için Hiyerarşik MnSb₂O₆ Parçacıklarının Dağılımlı Katı Faz Ekstraksiyonunda Kullanımı,10.53433/yyufbed.1718800,TUR
1363262,7002,1.2859995,8.478184,Fen > Temel Bilimler,Fen > Temel Bilimler || Fen > Mühendislik,"Optik || Malzeme Bilimleri, Kompozitler || Termodinamik","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test || Fen > Mühendislik > Polimer Bilimi || Fen > Temel Bilimler > Mineraloji",Borosilikat Seramik Cam Numunelerinde Radyasyon Kalkanlama Performansının Araştırılması,10.35193/bseufbd.1666031,TUR
1201707,341,2.5422888,9.468059,Fen > Temel Bilimler,Fen > Temel Bilimler,"Fizik, Akışkanlar ve Plazma || İstatistik ve Olasılık || Fizik, Matematik","Fen > Temel Bilimler > Fizik, Akışkanlar ve Plazma || Fen > Temel Bilimler > Fizik, Uygulamalı",NUMERICAL MODELING OF BACKWARD-FACING STEP FLOW VIA COMPUTATIONAL FLUID DYNAMICS,10.59313/jsr-a.1300047,ENG
